symbol,timestamp,tradingDay,open,high,low,close,volume
"ZCz10","2010-06-30T06:30:00-05:00","2010-06-30","348.25","348.5","347.5","348","238"
"ZCz10","2010-06-30T06:45:00-05:00","2010-06-30","347.75","348.5","347.5","348","328"
"ZCz10","2010-06-30T07:00:00-05:00","2010-06-30","348","349.75","348","348.25","1783"
"ZCz10","2010-06-30T09:30:00-05:00","2010-06-30","364","374","364","374","28669"
"ZCz10","2010-06-30T09:45:00-05:00","2010-06-30","374","374","365.25","367.25","28802"
"ZCz10","2010-06-30T10:00:00-05:00","2010-06-30","367.5","374","367.25","371","16458"
"ZCz10","2010-06-30T10:15:00-05:00","2010-06-30","371","373","370","371.75","7457"
"ZCz10","2010-06-30T10:30:00-05:00","2010-06-30","372","372.75","370.25","370.5","3508"
"ZCz10","2010-06-30T10:45:00-05:00","2010-06-30","370.5","371","369.75","370","3830"
"ZCz10","2010-06-30T11:00:00-05:00","2010-06-30","370","370","368.25","368.5","4340"
"ZCz10","2010-06-30T11:15:00-05:00","2010-06-30","368.5","371","368","370.75","2690"
"ZCz10","2010-06-30T11:30:00-05:00","2010-06-30","370.75","372.75","370.75","371.75","4352"
"ZCz10","2010-06-30T11:45:00-05:00","2010-06-30","371.75","372.25","370.5","371.25","3908"
"ZCz10","2010-06-30T12:00:00-05:00","2010-06-30","371.25","372.75","371","372.25","3218"
"ZCz10","2010-06-30T12:15:00-05:00","2010-06-30","372","372.25","371.25","371.25","3611"
"ZCz10","2010-06-30T12:30:00-05:00","2010-06-30","371.5","371.5","369","369.25","3662"
"ZCz10","2010-06-30T12:45:00-05:00","2010-06-30","369","370.5","369","369.25","5245"
"ZCz10","2010-06-30T13:00:00-05:00","2010-06-30","369.25","373.75","368.75","373.75","13268"
"ZCz10","2010-06-30T18:00:00-05:00","2010-07-01","373","373.5","372.75","373.25","950"
"ZCz10","2010-06-30T18:15:00-05:00","2010-07-01","373.25","373.5","373","373","338"
"ZCz10","2010-06-30T18:30:00-05:00","2010-07-01","373","373.25","373","373.25","143"
"ZCz10","2010-06-30T18:45:00-05:00","2010-07-01","373.25","373.25","373","373.25","34"
"ZCz10","2010-06-30T19:00:00-05:00","2010-07-01","373.25","374","373","374","601"
"ZCz10","2010-06-30T19:15:00-05:00","2010-07-01","373.75","374","373.75","374","92"
"ZCz10","2010-06-30T19:30:00-05:00","2010-07-01","373.75","374","373.75","374","72"
"ZCz10","2010-06-30T19:45:00-05:00","2010-07-01","374.25","374.75","374.25","374.5","285"
"ZCz10","2010-06-30T20:00:00-05:00","2010-07-01","374.25","374.5","374","374","126"
"ZCz10","2010-06-30T20:15:00-05:00","2010-07-01","374.25","374.5","374.25","374.25","124"
"ZCz10","2010-06-30T20:30:00-05:00","2010-07-01","374.25","375","374.25","374.5","305"
"ZCz10","2010-06-30T20:45:00-05:00","2010-07-01","374.5","375","374.5","374.5","91"
"ZCz10","2010-06-30T21:00:00-05:00","2010-07-01","374.5","374.5","372.5","372.5","397"
"ZCz10","2010-06-30T21:15:00-05:00","2010-07-01","372.5","373","372.25","372.75","139"
"ZCz10","2010-06-30T21:30:00-05:00","2010-07-01","372.75","372.75","372.25","372.5","113"
"ZCz10","2010-06-30T21:45:00-05:00","2010-07-01","372.5","373","372.25","373","113"
"ZCz10","2010-06-30T22:00:00-05:00","2010-07-01","372.75","374","372.75","374","138"
"ZCz10","2010-06-30T22:15:00-05:00","2010-07-01","374","375","374","374.75","247"
"ZCz10","2010-06-30T22:30:00-05:00","2010-07-01","374.5","374.5","373.75","374","143"
"ZCz10","2010-06-30T22:45:00-05:00","2010-07-01","373.75","373.75","372.25","373.5","206"
"ZCz10","2010-06-30T23:00:00-05:00","2010-07-01","372.75","373.25","372.5","372.75","11"
"ZCz10","2010-06-30T23:15:00-05:00","2010-07-01","373","373","372.25","372.25","38"
"ZCz10","2010-06-30T23:30:00-05:00","2010-07-01","372.5","372.75","372.5","372.5","96"
"ZCz10","2010-06-30T23:45:00-05:00","2010-07-01","372.5","372.75","372.25","372.5","165"
