Index,CrudeOil,ULSD,RBOB
10/24/2018,66.82,2.2529,1.8193
10/25/2018,67.33,2.2784,1.8104
10/26/2018,67.59,2.3034,1.812
10/29/2018,67.04,2.2841,1.8209
10/30/2018,66.18,2.2594,1.8023
10/31/2018,65.31,2.2514,1.7514
11/1/2018,63.69,2.2008,1.7165
11/2/2018,63.14,2.1728,1.7083
11/5/2018,63.1,2.1963,1.6919
11/6/2018,62.21,2.1883,1.694
11/7/2018,61.67,2.2371,1.6474
11/8/2018,60.67,2.1683,1.6443
11/9/2018,60.19,2.1728,1.6214
11/12/2018,59.93,2.1556,1.6367
11/13/2018,55.69,2.0625,1.5427
11/14/2018,56.25,2.0959,1.5606
11/15/2018,56.46,2.0741,1.5566
11/16/2018,56.46,2.0737,1.577
11/19/2018,56.76,2.0864,1.5829
