"","Date","Open","High","Low","Last","Change","Settle","Volume","Open Interest"
"556",2010-10-05,467.75,471.25,467.75,NA,NA,471.25,2122,19575
"557",2010-10-04,462.25,462.25,462.25,NA,NA,462.25,1143,19278
"558",2010-10-01,456.75,456.75,456.75,NA,NA,456.75,2628,19255
"559",2010-09-30,456,469.25,456,NA,NA,469.25,1432,19293
"560",2010-09-29,456,469,456,NA,NA,469,1062,18945
"561",2010-09-28,474.5,474.5,463.75,NA,NA,463.75,536,18762
"562",2010-09-27,474.5,474.5,468.25,NA,NA,468.25,1322,18551
"563",2010-09-24,475,476.75,475,NA,NA,476.75,1867,18344
"564",2010-09-23,468.5,471,465.75,NA,NA,465.75,3655,18294
"565",2010-09-22,468.5,468.5,468,NA,NA,468.5,2230,16914
"566",2010-09-21,469,469,465.75,NA,NA,465.75,1407,16397
"567",2010-09-20,469,469,465.25,NA,NA,465.25,2264,16027
"568",2010-09-17,463,468,463,NA,NA,466.75,1798,15757
"569",2010-09-16,462.25,462.5,462.25,NA,NA,462.5,1065,15410
"570",2010-09-15,464.25,464.25,464.25,NA,NA,464.25,1152,15004
"571",2010-09-14,461,461,461,NA,NA,461,1413,14800
"572",2010-09-13,451,452,451,NA,NA,452,636,14695
"573",2010-09-10,451,454.25,451,NA,NA,454.25,2556,14554
"574",2010-09-09,450.25,450.25,450.25,NA,NA,450.25,619,13813
"575",2010-09-08,441.75,441.75,441.75,NA,NA,441.75,587,13615
"576",2010-09-07,443.25,443.25,442.25,NA,NA,442.25,1442,13443
"577",2010-09-03,443.25,448.5,443.25,NA,NA,448.5,1508,13112
"578",2010-09-02,443.75,443.75,443.75,NA,NA,443.75,330,12803
"579",2010-09-01,442.75,442.75,442.75,NA,NA,442.75,330,12803
"580",2010-08-31,436.25,436.25,436.25,NA,NA,436.25,1850,12720
"581",2010-08-30,434.75,434.75,434.75,NA,NA,434.75,812,12096
"582",2010-08-27,432.75,432.75,430.5,NA,NA,430.5,828,11848
"583",2010-08-26,432.75,432.75,431.75,NA,NA,431.75,568,11451
"584",2010-08-25,427.25,427.25,427.25,NA,NA,427.25,62,11008
"585",2010-08-24,426.5,426.5,426.5,NA,NA,426.5,108,11001
"586",2010-08-23,433.25,433.25,433.25,NA,NA,433.25,852,10989
"587",2010-08-20,432.25,432.25,432.25,NA,NA,432.25,412,10973
"588",2010-08-19,421.75,421.75,421.75,NA,NA,421.75,812,10688
"589",2010-08-18,426,432,426,NA,NA,429.75,1939,10511
"590",2010-08-17,426,431.5,426,NA,NA,431.5,421,9799
"591",2010-08-16,426.75,426.75,426.75,NA,NA,426.75,227,9558
"592",2010-08-13,434.25,434.25,434.25,NA,NA,434.25,417,9405
"593",2010-08-12,429.75,429.75,429.75,NA,NA,429.75,748,9275
"594",2010-08-11,427,427,427,NA,NA,427,390,8956
"595",2010-08-10,438,438,429.5,NA,NA,429.5,124,8636
"596",2010-08-09,438,438,435.5,NA,NA,435.5,317,8615
"597",2010-08-06,448,448,432,NA,NA,438,532,8484
"598",2010-08-05,448,448,432,NA,NA,432,1335,8483
"599",2010-08-04,428.5,437,428.5,NA,NA,437,433,8160
"600",2010-08-03,428.5,428.5,428,NA,NA,428,365,7928
"601",2010-08-02,433,434.5,430.75,NA,NA,430.75,780,7909
"602",2010-07-30,430,435.25,430,NA,NA,435.25,396,7589
"603",2010-07-29,430,430,430,NA,NA,430,478,7318
"604",2010-07-28,428.25,428.25,428.25,NA,NA,428.25,255,7151
"605",2010-07-27,417,417,416.25,NA,NA,417,124,7085
"606",2010-07-26,417,418,416.25,NA,NA,418,168,7043
"607",2010-07-23,420,420,419,NA,NA,419,185,6979
"608",2010-07-22,425,425,422.25,NA,NA,422.25,286,6934
"609",2010-07-21,425,425,424.25,NA,NA,424.25,144,6826
"610",2010-07-20,421.75,421.75,421.5,NA,NA,421.5,173,6778
