"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"1",2015-05-14,356.75,363.75,356,NA,5,361,121,298
"2",2015-05-13,356.25,359,352.75,NA,1,356,579,504
"3",2015-05-12,358.25,362,355.25,359,1.25,357,406,721
"4",2015-05-11,359,361,357,NA,0.25,358.25,636,1129
"5",2015-05-08,357.75,359,356.5,NA,0.75,358.5,1208,1950
"6",2015-05-07,365.5,366.25,357.25,359.5,8.75,357.75,3294,3769
"7",2015-05-06,361.75,369,361.75,367,5.25,366.5,2962,5123
"8",2015-05-05,357.75,361.75,354,354.5,2.5,361.25,4202,7870
"9",2015-05-04,359,360.75,356.75,358.25,1,358.75,3334,9164
"10",2015-05-01,362.5,363,357.5,359,2.75,359.75,6083,12574
"11",2015-04-30,364.25,367.75,360,362.25,1.25,362.5,19215,18412
"12",2015-04-29,361,364.5,359.5,363.5,2.75,363.75,78725,46713
"13",2015-04-28,360.5,363.5,359,361,0.25,361,116173,76232
"14",2015-04-27,363.75,365.25,360.5,361.25,3.75,360.75,139071,115999
"15",2015-04-24,371,371.25,363.75,364.25,6.25,364.5,144204,162919
"16",2015-04-23,372.5,378,370.25,370.5,1.75,370.75,191056,203968
"17",2015-04-22,373,374,369.25,372.75,0.5,372.5,140050,233266
"18",2015-04-21,377,377,371.25,373.25,5,373,178828,254397
"19",2015-04-20,379.5,381.75,375.75,378,1.75,378,132726,267505
"20",2015-04-17,376.25,380.75,375,379.5,3.5,379.75,151864,293453
"21",2015-04-16,375.75,377.75,373,376.5,0.25,376.25,120167,303003
"22",2015-04-15,372.75,379,370.5,375.75,2.5,376,218909,334766
"23",2015-04-14,371,374.75,370,373.25,3,373.5,171862,359817
"24",2015-04-13,375,376,370.25,370.75,6.5,370.5,183775,384552
"25",2015-04-10,378.25,379.5,374.25,377,1,377,194371,423043
"26",2015-04-09,379,380,375,378,1.25,378,197139,442882
"27",2015-04-08,383.25,385,376.75,379.25,3.75,379.25,213061,456900
"28",2015-04-07,385,387.25,382,383.5,2,383,98297,468910
"29",2015-04-06,386.25,390,383.5,385,1.5,385,84292,470873
"30",2015-04-02,381.75,388.5,378.25,386.25,4.75,386.5,166842,486519
"31",2015-04-01,377,382.25,374,381.5,5.5,381.75,207848,491177
"32",2015-03-31,394,398.5,375.25,375.25,18.25,376.25,335327,493974
"33",2015-03-30,391.5,395,390,394.5,3.5,394.5,163093,506269
"34",2015-03-27,391,393.5,389.25,390.25,0.25,391,134939,523290
"35",2015-03-26,394,397,389.25,391.25,3.75,391.25,153764,533438
"36",2015-03-25,392.75,395.75,391.5,395,1.75,395,149358,545350
"37",2015-03-24,389.25,393.75,388.5,393.25,3,393.25,134001,553954
"38",2015-03-23,385,391.75,385,390.25,5.25,390.25,160101,555714
"39",2015-03-20,373.5,387.5,372.75,384.75,11.5,385,209490,575536
"40",2015-03-19,377.5,380.5,370.5,373.75,1.25,373.5,151013,568157
"41",2015-03-18,371.5,375.25,367,374.75,3.75,374.75,145130,563675
"42",2015-03-17,379,379.75,370,371.25,8,371,174585,551142
"43",2015-03-16,380.75,382.25,375.5,379,1.5,379,144423,539467
"44",2015-03-13,388.5,389.75,380.25,380.5,8,380.5,153402,528320
"45",2015-03-12,390.5,392,386.25,389,2.5,388.5,141660,527726
"46",2015-03-11,387.5,393.75,386.5,390,3,391,135683,528808
"47",2015-03-10,388,391.25,383.25,388.5,0.5,388,171977,533050
"48",2015-03-09,386,391.5,385.75,388.5,2.5,388.75,122180,540773
"49",2015-03-06,389,389.75,383.25,386.5,4,386,132000,533108
"50",2015-03-05,389,393,387.75,390.5,1,390.5,116463,538888
"51",2015-03-04,390.5,392,386.25,389,1,389.5,107526,543722
"52",2015-03-03,388.5,391.75,384.5,390.5,3,391,141905,550578
"53",2015-03-02,392.25,395,386.5,388.5,5.5,388,131906,548192
"54",2015-02-27,387.5,396.25,385.5,392.5,4.5,393.25,187592,549772
"55",2015-02-26,384,390.5,383,388.5,4.5,388.5,168197,529549
"56",2015-02-25,385.5,387.5,379.5,384.5,1.5,383.75,200917,522157
"57",2015-02-24,387,395,385.25,385.5,1.5,385.5,227611,484443
"58",2015-02-23,393,394,385.5,387,6.5,386.75,120232,459139
"59",2015-02-20,396.75,397.5,391.25,393,4.5,393,91230,448345
"60",2015-02-19,392,399,390.25,397.5,5.5,397.75,120770,429012
"61",2015-02-18,397,398.5,391.25,391,5.5,392,87197,417775
"62",2015-02-17,395,398.75,393,397.5,2,397.75,99675,410862
"63",2015-02-13,391,396.25,390.25,395,4.5,395.25,93096,385107
"64",2015-02-12,393.5,395.75,389.25,390,2.5,391,101228,362551
"65",2015-02-11,396,397.25,392,393.5,2,393.75,108865,335686
"66",2015-02-10,398.75,399.75,392.75,396.5,3.5,396.25,124379,310016
"67",2015-02-09,393.5,400,392,399,5,399.5,122642,281196
"68",2015-02-06,393,397,387.75,393,0.5,394,100038,265301
"69",2015-02-05,390.75,395,389.25,393,1.5,393.25,53264,257968
"70",2015-02-04,392.5,396,387.5,392,2.5,391.5,65480,250259
"71",2015-02-03,378,396.25,378,392.5,16,393.75,67981,250918
"72",2015-02-02,378,386.75,375.75,377,0.5,377.75,45891,243934
"73",2015-01-30,380.75,381,373.75,378,1,378.5,79384,230945
"74",2015-01-29,382,382,376.5,381,1,380,74070,222577
"75",2015-01-28,389.25,389.75,381.25,383,8.5,381.5,57165,214030
"76",2015-01-27,392,394.25,388.25,389,2.5,389.75,36528,212173
"77",2015-01-26,393.75,396.5,390.75,392.5,2.5,392.5,34183,206262
"78",2015-01-23,392,396.75,390,394.5,3.5,395.25,65247,198760
"79",2015-01-22,395.25,398.25,390.5,392,3.5,392,46071,184597
"80",2015-01-21,397.25,400,394,395,2,395.75,27344,182120
"81",2015-01-20,392.5,398.25,389.75,397,3,397.75,25952,179176
"82",2015-01-16,387.5,395.25,386.75,394,7,394.25,28375,177373
"83",2015-01-15,390,395.5,383.75,387,1.5,387.25,39247,177119
"84",2015-01-14,393.5,394,384,388.5,5,388.5,58321,172311
"85",2015-01-13,410,414.5,392.5,393,16,393.5,55681,172271
"86",2015-01-12,407,414.5,398,410.5,1.5,410,65312,173148
"87",2015-01-09,402.75,409.5,401.25,408,5,408.25,41598,173269
"88",2015-01-08,404.75,407.25,401.25,403,2,402.75,26951,172793
"89",2015-01-07,413.25,415.75,404.5,405,8.5,404.75,17490,172303
"90",2015-01-06,414,418.25,410.75,413,1.5,413.5,24066,173549
"91",2015-01-05,404,415,403,414,10.5,414.75,30818,168698
"92",2015-01-02,405.25,407,400.25,402,1.5,404.5,18286,167776
"93",2014-12-31,414.25,414.75,404.5,406,9.5,405.75,27180,165008
"94",2014-12-30,419.75,421,414.5,414.5,6.5,415,23258,162322
"95",2014-12-29,422,425.25,419,421,1.5,421.25,15101,162040
"96",2014-12-26,418,423.25,414.25,422.5,6.5,423,5916,161955
"97",2014-12-24,421.75,423.5,414,416.5,6.5,416.25,9157,162024
"98",2014-12-23,419.75,424,419,421.5,2.5,422.5,12275,161769
"99",2014-12-22,418.5,422.5,417,419,1.5,420.25,17195,163402
"100",2014-12-19,419,419.75,413.5,419,0,419,24174,160895
"101",2014-12-18,416.5,422.25,415.5,419,3,419.5,24689,159290
"102",2014-12-17,414,418.5,412,416.5,2,416.5,22058,160015
"103",2014-12-16,416,419.75,412.25,414,2,414.5,37504,163208
"104",2014-12-15,415.25,420.5,413.5,416,0.5,416.5,35352,162276
"105",2014-12-12,405,418,405,415,9.5,415.75,43673,162958
"106",2014-12-11,402,409.25,400.5,406,4.5,406.5,32707,159575
"107",2014-12-10,403.25,406.75,398,402,1,402.25,25195,158980
"108",2014-12-09,398.25,404.75,396.25,403,5,403.75,17499,158585
"109",2014-12-08,402.25,408.25,398,398,4.5,398.75,21662,157796
"110",2014-12-05,397.25,404.5,394.25,403,5.5,403.5,30085,158384
"111",2014-12-04,390,399,389,398,7.5,398.25,34919,153574
"112",2014-12-03,389.75,391.25,386,387,0.5,390.5,14995,151237
"113",2014-12-02,398,399.75,389.5,390,8,389.75,18334,149163
"114",2014-12-01,393.5,399.75,391.5,398.5,1.5,398.25,26113,149046
"115",2014-11-28,398.75,402,391.25,397,3.5,397,23696,148926
"116",2014-11-26,395.75,400.75,395,399,4,400.25,19468,146785
"117",2014-11-25,389,396.75,388,395,6,395.75,31110,142375
"118",2014-11-24,393.25,394.5,387.25,387,5,389.25,27247,137239
"119",2014-11-21,394,403,391.5,392.5,0.75,394.25,37080,130912
"120",2014-11-20,384.5,396,384.5,394,10,395,36611,127571
"121",2014-11-19,393.25,393.25,384.5,384.75,8.75,385,27570,124164
"122",2014-11-18,398.5,400,392.75,NA,5.25,393.75,25888,118919
"123",2014-11-17,402,405,395,398.75,3.75,399,23214,115157
"124",2014-11-14,406.25,407.5,401.5,402,4.5,402.75,23448,112708
"125",2014-11-13,398.25,409.75,398.25,407.25,8.25,407.25,49294,109822
"126",2014-11-12,394.75,406,394.25,399.25,3.5,399,47009,109701
"127",2014-11-11,389.75,396,387,395.5,4.5,395.5,29992,105005
"128",2014-11-10,387.25,400,386.5,394,1.5,391,35628,99067
"129",2014-11-07,391.5,393.25,386.25,388.5,3.25,389.5,36767,95533
"130",2014-11-06,390.75,395.75,388.25,392.5,1,392.75,17761,91909
"131",2014-11-05,385.25,392.75,380.25,391.5,5.75,391.75,17254,88673
"132",2014-11-04,393.75,393.75,385.25,388.75,8.75,386,11831,86592
"133",2014-11-03,395.75,396.25,391.75,394,3.25,394.75,19709,84501
"134",2014-10-31,394,398.75,389.5,396,2.25,398,19476,81198
"135",2014-10-30,397,402.5,393,394.75,1.25,395.75,26321,77090
"136",2014-10-29,386.5,397.5,385,396.5,10.25,397,27374,74411
"137",2014-10-28,384.5,393.75,383,NA,1.25,386.75,20306,73880
"138",2014-10-27,374.5,385.75,371,385,10.25,385.5,10763,74564
"139",2014-10-24,380.75,387,374.5,376,6.75,375.25,13235,75269
"140",2014-10-23,374.75,382.5,374,382.5,6,382,16768,73036
"141",2014-10-22,378.5,383.25,374.75,376,2.5,376,10019,71120
"142",2014-10-21,369.75,381,369.5,378.5,8,378.5,9646,71918
"143",2014-10-20,367,371,364,367,0.5,370.5,5915,71077
"144",2014-10-17,374.25,377.25,368.5,369.75,4.25,370,12573,72384
"145",2014-10-16,368.75,375,366.75,374,4.5,374.25,5993,73058
"146",2014-10-15,378.5,380,368.25,373.25,9.5,369.5,16072,70763
"147",2014-10-14,367,379.25,365,378.5,11.5,379,12074,70548
"148",2014-10-13,355.75,368.75,352.25,368,11.75,367.5,11682,69097
"149",2014-10-10,365.25,370,354.5,355.25,10.75,355.75,19882,66976
"150",2014-10-09,364.25,369.5,362.75,366.75,1.25,366.5,15600,66833
"151",2014-10-08,362,365.25,359.75,365,3,365.25,15431,65765
"152",2014-10-07,353.25,363.25,352.25,360.75,8.5,362.25,13290,66270
"153",2014-10-06,345,354.25,345,353.25,8.75,353.75,10361,64190
"154",2014-10-03,344,347.25,342.5,344.5,0.75,345,7889,63082
"155",2014-10-02,342.5,344.75,340.75,342,1.5,344.25,13334,62815
"156",2014-10-01,341,344.75,339.25,343,0.75,342.75,7534,62036
"157",2014-09-30,346.75,347,341,341.75,5,342,15779,60446
"158",2014-09-29,344,347.5,343.25,347,2.75,347,6601,59777
"159",2014-09-26,347.5,348.25,344,344.25,3.25,344.25,13286,59367
"160",2014-09-25,350.75,352,346.75,347.5,3.25,347.5,5581,58139
"161",2014-09-24,346.75,351.25,346,351,4,350.75,9807,58147
"162",2014-09-23,346.75,351.5,346.25,348,4.5,346.75,8354,57646
"163",2014-09-22,352,353,348,350.5,1.75,351.25,13072,55692
"164",2014-09-19,359,359,352.75,355,6.25,353,11971,53698
"165",2014-09-18,361.75,362.25,358.75,359.5,3.25,359.25,4213,53145
"166",2014-09-17,364,364.25,359.5,362.25,1.75,362.5,6175,51800
"167",2014-09-16,362.5,370,359,361.5,0.75,364.25,16517,49748
"168",2014-09-15,358,363.5,356.25,361.5,4,363.5,5511,49345
"169",2014-09-12,362,364.25,358,359.5,2.5,359.5,10833,49244
"170",2014-09-11,366,366,356.75,360.75,4.75,362,13980,47404
"171",2014-09-10,365,368.25,364,366.75,1.25,366.75,9551,46670
"172",2014-09-09,369.75,369.75,364.25,366,4.25,365.5,8360,45382
"173",2014-09-08,376.25,379,367.75,369.5,7.25,369.75,9480,46054
"174",2014-09-05,367.75,378.25,367.75,376,8.75,377,7642,45949
"175",2014-09-04,373,374.75,365.5,367,5,368.25,12527,43297
"176",2014-09-03,384,384,373,376,11,373.75,10045,39863
"177",2014-09-02,384.5,388.25,383.25,NA,1.25,384.75,4861,39070
"178",2014-08-29,389,390,383.75,NA,4.5,386,4596,38586
"179",2014-08-28,386,391,385,NA,4,390.5,5087,38174
"180",2014-08-27,386,386.5,383.25,NA,0.25,386.5,5732,37805
"181",2014-08-26,388,389,383,NA,1.75,386.75,5371,36992
"182",2014-08-25,390,390.25,386,NA,3.5,388.5,5490,36469
"183",2014-08-22,389,394,389,NA,2.25,392,3083,35527
"184",2014-08-21,388.25,393.25,387.75,390,1,389.75,3074,35419
"185",2014-08-20,392.75,392.75,386.75,NA,4.75,388.75,2903,35300
"186",2014-08-19,391.5,394.25,389,391,0.25,393.5,2761,35297
"187",2014-08-18,398.5,402.25,392.5,NA,5.5,393.25,3730,35265
"188",2014-08-15,394,401,393.5,398,3.5,398.75,8183,34680
"189",2014-08-14,390.25,396,388.25,393,3.75,395.25,3934,34634
