"","Date","Open","High","Low","Last","Change","Settle","Volume","Open Interest"
"1",2015-03-13,383.25,383.75,375.25,NA,8.25,374,460,648
"2",2015-03-12,384,384.75,380,NA,1.75,382.25,1241,1429
"3",2015-03-11,382.25,387.75,381.5,NA,1.5,384,1609,2502
"4",2015-03-10,383,384.5,377,NA,1,382.25,4126,4555
"5",2015-03-09,379.25,384.75,379.25,383,4,383.25,1873,5666
"6",2015-03-06,381,382.5,376.5,377,3,379.25,4630,7851
"7",2015-03-05,381.25,384.75,380,380.5,1.5,382.75,6336,9472
"8",2015-03-04,382,382.75,378,382,0,381.5,10600,12421
"9",2015-03-03,379,382.75,375.75,382,3.5,382,13705,16241
"10",2015-03-02,383,385.5,377.5,379,5.5,378.75,16937,21297
"11",2015-02-27,379,387.25,377,383,4,384.5,34892,37931
"12",2015-02-26,376,382.25,375,379.5,4.5,380,94857,71425
"13",2015-02-25,378,379.5,371.5,376.5,1.5,375.75,115235,107050
"14",2015-02-24,379,387,377.5,378,1.5,377.5,206925,160659
"15",2015-02-23,385.25,386,377.5,378.5,6,378.75,142469,195830
"16",2015-02-20,389,389.5,383.5,385.5,4,385.25,128838,259783
"17",2015-02-19,383.75,391.25,382.25,389,6,389.75,175498,282627
"18",2015-02-18,389,390.5,383,383.5,5.5,383.75,161612,318717
"19",2015-02-17,387,391,385,389.5,2.5,389.5,162919,335951
"20",2015-02-13,383,388.5,382.25,387,4.5,387.25,166095,370981
"21",2015-02-12,385.25,387.75,381.25,383,2.5,383,168445,401548
"22",2015-02-11,388,389.75,384,385,2.5,385.75,175238,425613
"23",2015-02-10,390.75,391.5,384.5,388,3.5,388,208626,445832
"24",2015-02-09,385.25,391.75,383.5,391,5,391.25,215961,476415
"25",2015-02-06,385,389.5,380,385.5,0,385.75,200295,497289
"26",2015-02-05,382.5,387.5,381.5,385,1.5,385.25,135663,507124
"27",2015-02-04,385,388.25,379.5,383,2.5,383.5,177972,522821
"28",2015-02-03,370,388.5,370,385,16,385.75,237660,536808
"29",2015-02-02,369.75,378.5,367.5,370,0.5,369.75,154427,540592
"30",2015-01-30,372.75,373,365.75,370,1,370,194066,544422
"31",2015-01-29,373.5,373.5,368,372,1.5,371.5,191221,548601
"32",2015-01-28,380.75,381.5,373,374,8,373.25,166478,548340
"33",2015-01-27,383.5,386,380,381,2.5,381.25,107848,555159
"34",2015-01-26,385.75,388.25,382.25,384,2.5,384,102360,563371
"35",2015-01-23,384,388.5,382,386.5,3,386.75,168606,572655
"36",2015-01-22,387.75,390.5,382.5,384,4.5,383.75,138720,580177
"37",2015-01-21,390,392.5,386.25,387.5,2.5,388,114056,586365
"38",2015-01-20,385.25,391,382.25,390,3.5,390.25,137221,589277
"39",2015-01-16,380.5,388,379.5,386.5,7,387,142085,593836
"40",2015-01-15,382.75,388,376,380.5,1,380,188994,583409
"41",2015-01-14,386,386.25,376,382,4.5,381,235156,590859
"42",2015-01-13,402,406.5,384.5,385,16.5,385.75,247781,597580
"43",2015-01-12,399,407,390,401.5,1.5,402,272597,608485
"44",2015-01-09,394.75,401.5,393,400,6,400.25,153628,611186
"45",2015-01-08,396.5,398.75,392.75,394.5,2,394.25,118113,616439
"46",2015-01-07,404.75,407.25,395.75,395.5,8.5,396.25,130896,622973
"47",2015-01-06,405.5,409.5,402.25,404.5,1,405,137716,626583
"48",2015-01-05,395.75,406.75,394.5,405.5,10.5,406,139899,626528
"49",2015-01-02,396.25,398.5,391.5,395.5,1.5,395.75,88285,634682
"50",2014-12-31,406,406.5,396,397.5,9,397,117710,640798
"51",2014-12-30,411.75,412.75,406,406,6.5,406.5,95406,645205
"52",2014-12-29,414,417,410.75,412.5,2,412.75,85196,647859
"53",2014-12-26,410.25,415,405.75,414,7,414.75,51475,645230
"54",2014-12-24,413.5,415,405.75,408.5,6.5,407.75,68258,651265
"55",2014-12-23,411,415.75,410.5,413.5,2.5,414,89668,655121
"56",2014-12-22,409.75,414.25,408.5,410.5,1.5,411.75,89460,661173
"57",2014-12-19,410.75,411.25,405,410.5,0,410.5,116956,659831
"58",2014-12-18,408,414,407,411.5,2.5,411,124406,657252
"59",2014-12-17,405.75,410,403.5,409,2.5,408.25,119492,664382
"60",2014-12-16,407.75,411.5,404,405,2,406,171278,665300
"61",2014-12-15,407.5,412.5,405,408.5,1,408.5,162288,666939
"62",2014-12-12,397.25,410,397.25,406.5,9,407.5,193038,671031
"63",2014-12-11,393.75,401,392.25,397.5,4.5,398.5,155454,669370
"64",2014-12-10,394.25,398.25,389.25,393.5,1,393.75,133395,675428
"65",2014-12-09,389.5,396,387.5,394,5,395.25,106863,669707
"66",2014-12-08,394,399.75,389.5,389,4.5,390.25,142051,671001
"67",2014-12-05,388.75,396,386,395.5,5.5,395,139986,672093
"68",2014-12-04,381.75,390.5,380.25,389,7.5,389.75,158130,666565
"69",2014-12-03,381.5,382.5,377.25,380.5,0.5,382,93153,662693
"70",2014-12-02,389,391,380.75,380.5,8,381.25,154056,665983
"71",2014-12-01,386,391.5,383,389.5,1,389.75,149495,665410
"72",2014-11-28,390,393.75,382.75,390,2.5,388.75,120336,665296
"73",2014-11-26,387,392,386.5,391,4.5,391.5,189756,637204
"74",2014-11-25,380,388,379,387.5,7,387.25,170550,614666
"75",2014-11-24,384.75,385.75,378.25,380,5,380.25,152341,605493
"76",2014-11-21,385.25,394.25,382.75,384,1,385.25,158819,588464
"77",2014-11-20,375.75,387.5,375.25,386.25,10.25,386.25,169884,563104
"78",2014-11-19,384.5,384.75,375.5,375.75,9,376,145570,539871
"79",2014-11-18,390,391.5,384,384.75,5.5,385,120211,523812
"80",2014-11-17,393.75,396.5,386.5,391,3.75,390.5,124232,511159
"81",2014-11-14,397.75,399.25,393,393.5,4.5,394.25,99426,493551
"82",2014-11-13,389.5,401.25,389.5,398,8.25,398.75,187167,462918
"83",2014-11-12,385.75,397.5,385.25,390.25,4,390.5,215859,433605
"84",2014-11-11,380.5,387,378.25,386.25,4.5,386.5,111942,410051
"85",2014-11-10,379,391.25,377.75,381.5,1.5,382,141132,389355
"86",2014-11-07,382.5,384.5,377.25,379.75,3.5,380.5,90231,375529
"87",2014-11-06,382.5,387,379.5,382.5,1,384,55421,366227
"88",2014-11-05,376.5,384.25,371.5,382,5.75,383,70520,353107
"89",2014-11-04,385,385,376.75,377,8.75,377.25,63860,342133
"90",2014-11-03,386.75,387.75,383,385.5,3.25,386,54385,330666
"91",2014-10-31,385.5,390.25,380.75,387.25,2.25,389.25,70646,313031
"92",2014-10-30,388,394.25,384.25,386.5,1.5,387,82916,306156
"93",2014-10-29,377.75,389,376.25,387.75,10.5,388.5,86794,299043
"94",2014-10-28,376,385,374.75,378,1.25,378,67422,294102
"95",2014-10-27,365.5,377.25,362.25,376,10,376.75,38091,291872
"96",2014-10-24,372.75,378.5,365.75,366.25,6.75,366.75,45715,293329
"97",2014-10-23,366,374,365,373.5,6.5,373.5,40653,291547
"98",2014-10-22,369.25,374.5,366,366.25,2.5,367,58643,282652
"99",2014-10-21,360.75,372.25,360.5,369.25,7.75,369.5,34821,274897
"100",2014-10-20,358.75,362.25,355,361,0.5,361.75,39908,262220
"101",2014-10-17,365,368.25,359.5,360.5,4,361.25,28668,262207
"102",2014-10-16,360.25,366.25,358,365.5,4.5,365.25,37313,257782
"103",2014-10-15,369,371.25,359.25,360,9.5,360.5,42765,256769
"104",2014-10-14,358,370.25,356,370,11.5,370,48803,249877
"105",2014-10-13,346,360,343.25,358.75,11.75,358.5,28894,246759
"106",2014-10-10,355.75,361.5,345.5,347.5,11,346.75,53218,249871
"107",2014-10-09,355.25,360.75,353.75,357.25,1.25,357.75,37358,244786
"108",2014-10-08,353,356.5,350.75,356.25,3,356.5,31758,239837
