"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"1",2012-05-14,616,624.5,608.5,NA,NA,608,357,243
"2",2012-05-11,626,629.5,600,NA,NA,608,1875,1349
"3",2012-05-10,647.25,652.5,621,NA,NA,625.5,1660,2517
"4",2012-05-09,666.5,666.75,639.75,NA,NA,641.25,1771,3465
"5",2012-05-08,669.25,685.75,664.25,NA,NA,666,3476,5089
"6",2012-05-07,663.25,669.75,658.75,NA,NA,665,4732,6907
"7",2012-05-04,652,674,647.25,NA,NA,662.25,5110,9427
"8",2012-05-03,645.25,654,640,NA,NA,650.75,4637,10690
"9",2012-05-02,659,659,640.25,NA,NA,642.25,8209,13737
"10",2012-05-01,659.25,665.5,651,NA,NA,659.75,14950,18665
"11",2012-04-30,652.25,662,644,NA,NA,660.25,27078,27272
"12",2012-04-27,625.25,655.5,624.25,NA,NA,653,89389,54841
"13",2012-04-26,614,627,609.75,NA,NA,624,104609,85848
"14",2012-04-25,617.25,627.25,610.5,NA,NA,611,100497,123635
"15",2012-04-24,622.25,632,615.5,NA,NA,618.25,93338,149091
"16",2012-04-23,613.25,622.5,610.25,NA,NA,622.5,74163,171266
"17",2012-04-20,621,628.5,609.5,NA,NA,612.5,104058,212681
"18",2012-04-19,603.75,623,603.5,NA,NA,621,105601,232574
"19",2012-04-18,617,618.25,599.5,NA,NA,601.75,185909,257974
"20",2012-04-17,623,628,615.75,NA,NA,616.75,122556,277170
"21",2012-04-16,626.75,629,621,NA,NA,623.25,126235,288111
"22",2012-04-13,640,641.75,624.25,NA,NA,629.25,189426,305392
"23",2012-04-12,637,644.5,636.5,NA,NA,637.5,189239,333011
"24",2012-04-11,636.5,639.75,630.75,NA,NA,636,185261,354777
"25",2012-04-10,649.5,653.75,634.5,NA,NA,634.75,238017,380141
"26",2012-04-09,656,664.25,648.5,NA,NA,649,151352,401486
"27",2012-04-05,657,663.25,654.75,NA,NA,658.25,130863,411053
"28",2012-04-04,661,663.75,650.75,NA,NA,656.75,160764,414539
"29",2012-04-03,654,666,652,NA,NA,658.25,186139,423185
"30",2012-04-02,649.5,659.5,646.5,NA,NA,655,211196,434622
"31",2012-03-30,605,644,604,NA,NA,644,224271,437780
"32",2012-03-29,620.25,623.5,603,NA,NA,604,212402,442715
"33",2012-03-28,630.5,634.75,619,NA,NA,620.25,191152,445621
"34",2012-03-27,638,644.5,630.5,NA,NA,630.75,157155,465147
"35",2012-03-26,646.25,656,637.25,NA,NA,637.75,179940,472839
"36",2012-03-23,645.5,652,642.25,NA,NA,646.5,104760,484161
"37",2012-03-22,643.5,647.5,636.75,NA,NA,644.5,129088,483688
"38",2012-03-21,647.25,651,641.5,NA,NA,642,134955,495774
"39",2012-03-20,663.25,663.5,643.25,NA,NA,647.5,190810,510137
"40",2012-03-19,673,675.75,662,NA,NA,663.5,115419,514768
"41",2012-03-16,668,673.75,665.75,NA,NA,673,124702,510240
"42",2012-03-15,658.75,673,658,NA,NA,669,173494,500907
"43",2012-03-14,660.75,665,654.25,NA,NA,658.75,164796,504461
"44",2012-03-13,657.75,666.75,656,NA,NA,662,155345,498138
"45",2012-03-12,644.25,661.5,641.75,NA,NA,659.5,167685,494189
"46",2012-03-09,635,652,631.75,NA,NA,645,199912,498686
"47",2012-03-08,638,644.75,631.75,NA,NA,635.5,144771,498984
"48",2012-03-07,653.5,656,637.5,NA,NA,638.75,182132,503553
"49",2012-03-06,659,659.75,649.5,NA,NA,654,141417,506067
"50",2012-03-05,654,665.25,652.25,NA,NA,660.75,149463,497864
"51",2012-03-02,653.25,655.5,647,NA,NA,655,132678,496363
"52",2012-03-01,656,658,650.5,NA,NA,654,132852,495460
"53",2012-02-29,656,661.5,653.25,NA,NA,658,167839,492834
"54",2012-02-28,646.25,657.75,646,NA,NA,657.25,196458,465852
"55",2012-02-27,641.25,649,636.5,NA,NA,648.5,204107,439937
"56",2012-02-24,641,644.5,637,NA,NA,644,118684,429122
"57",2012-02-23,641.5,646.5,635.25,NA,NA,642.5,139859,412712
"58",2012-02-22,633.75,642.75,630,NA,NA,641.25,95188,406042
"59",2012-02-21,646,648,628.75,NA,NA,633.5,123006,392719
"60",2012-02-17,639,650,638.75,NA,NA,645.25,93720,374880
"61",2012-02-16,631,640.5,626,NA,NA,639.75,100575,368393
"62",2012-02-15,637.5,642,629,NA,NA,631,91540,362108
"63",2012-02-14,642.75,644.25,635.75,NA,NA,638,113583,341936
"64",2012-02-13,637.75,646.5,636.5,NA,NA,643,132500,317285
"65",2012-02-10,641.25,642.75,632.5,NA,NA,635.5,72857,306246
"66",2012-02-09,647,656,637,NA,NA,641.5,101506,296054
"67",2012-02-08,647.5,653.75,637.5,NA,NA,648,107982,293241
"68",2012-02-07,650,651.75,646,NA,NA,648.5,77714,285527
"69",2012-02-06,647.25,654.5,645.75,NA,NA,651.25,58665,269788
"70",2012-02-03,649,652.75,644.25,NA,NA,650.75,43459,267007
"71",2012-02-02,646.75,653,640.5,NA,NA,649.5,61693,266788
"72",2012-02-01,645,655.75,644.5,NA,NA,648.25,47847,261294
"73",2012-01-31,638,647.75,637.25,NA,NA,645.25,77904,247712
"74",2012-01-30,645,648,633.5,NA,NA,637.75,41670,241694
"75",2012-01-27,639,648,636.5,NA,NA,647.5,30532,240432
"76",2012-01-26,639.75,651,638.25,NA,NA,640,49764,236622
"77",2012-01-25,634.25,643,631.5,NA,NA,640.25,60466,234996
"78",2012-01-24,625,640.5,620.5,NA,NA,635.25,59099,235259
"79",2012-01-23,618.75,626.5,617.75,NA,NA,625.75,35889,233478
"80",2012-01-20,612,619,607.25,NA,NA,616.75,36844,234174
"81",2012-01-19,600.5,613.25,600.5,NA,NA,612,79511,233465
"82",2012-01-18,612.75,613.25,599.25,NA,NA,600.25,71160,229078
"83",2012-01-17,608.5,0,0,NA,NA,610.75,53582,228211
"84",2012-01-13,615.5,621.75,605.25,NA,NA,606.5,34445,225464
"85",2012-01-12,657.25,666.25,618.25,NA,NA,618.25,52649,221864
"86",2012-01-11,658.5,662.5,653.25,NA,NA,658.25,68551,219797
"87",2012-01-10,659,664.75,655.5,NA,NA,659.25,36964,216143
"88",2012-01-09,650.25,669.75,650,NA,NA,659.5,35480,213696
"89",2012-01-06,650,657.25,648.25,NA,NA,650.75,47403,209329
"90",2012-01-05,666.25,668,647.75,NA,NA,651.5,60044,202142
"91",2012-01-04,666.75,670.5,662,NA,NA,666.75,42610,199775
"92",2012-01-03,669.5,672.5,661.75,NA,NA,667,42645,191992
"93",2011-12-30,645.25,656.5,643.75,NA,NA,654.75,18025,188951
"94",2011-12-29,647,654,643.5,NA,NA,646.25,22352,186472
"95",2011-12-28,639.25,654,638.5,NA,NA,650.25,24351,185379
"96",2011-12-27,633,645,633,NA,NA,641.25,20407,184369
"97",2011-12-23,624.75,630,622.75,NA,NA,628,14796,184245
"98",2011-12-22,624.25,633.5,620.5,NA,NA,626.25,19793,182805
"99",2011-12-21,614.75,627.5,609.75,NA,NA,625.25,21734,179437
"100",2011-12-20,608.75,617,605,NA,NA,615.75,19434,177509
"101",2011-12-19,595,612.75,593,NA,NA,609.75,35900,176187
"102",2011-12-16,587.25,596,586.5,NA,NA,591.75,37020,168783
"103",2011-12-15,589,592.5,584.5,NA,NA,587.75,36344,169271
"104",2011-12-14,602.25,606.25,587,NA,NA,589.25,19786,165627
"105",2011-12-13,602.75,609.75,600.25,NA,NA,603.25,20406,165029
"106",2011-12-12,600.75,605.5,593.75,NA,NA,602.5,26973,159834
"107",2011-12-09,608.5,611.5,593.75,NA,NA,603,40704,158413
"108",2011-12-08,600.5,610.25,593.25,NA,NA,608.75,24034,156263
"109",2011-12-07,604.5,608,596.25,NA,NA,601.25,28815,154226
"110",2011-12-06,599.25,605,588.75,NA,NA,604.75,45638,151607
"111",2011-12-05,604.75,610.5,597.75,NA,NA,599.25,27984,149778
"112",2011-12-02,609.5,613.25,601.75,NA,NA,603,21316,147921
"113",2011-12-01,615.25,619.25,605,NA,NA,609.25,32735,147375
"114",2011-11-30,611.25,622.5,602,NA,NA,615.25,24813,144443
"115",2011-11-29,605.5,619.25,601.75,NA,NA,612.5,27103,143333
"116",2011-11-28,599.75,609.75,599.75,NA,NA,605.5,27684,143596
"117",2011-11-25,602,607.75,595,NA,NA,597.25,16714,142685
"118",2011-11-23,613.5,614.5,597.75,NA,NA,602.5,31316,141812
"119",2011-11-22,612.5,615,608.25,NA,NA,612.25,18565,139728
"120",2011-11-21,624.5,625,607.5,NA,NA,611.5,25203,136399
"121",2011-11-18,629,632.5,616,NA,NA,624.5,23160,133855
"122",2011-11-17,656,656.25,626,NA,NA,630,26138,132863
"123",2011-11-16,660,662.5,652,NA,NA,658,26256,131174
"124",2011-11-15,649.25,661.25,646.75,NA,NA,660.5,21260,129501
"125",2011-11-14,654.5,661,646,NA,NA,649.25,27137,126075
"126",2011-11-11,663.5,666.5,652.25,NA,NA,654.5,32217,119497
"127",2011-11-10,671,677.75,660.5,NA,NA,661.75,28494,115953
"128",2011-11-09,677.25,683.25,664,NA,NA,671.75,53851,104797
"129",2011-11-08,672,681.75,671.25,NA,NA,678.25,35960,97792
"130",2011-11-07,672,674.25,667,NA,NA,672.75,29307,90958
"131",2011-11-04,668.25,674.25,661.5,NA,NA,673.25,17556,91477
"132",2011-11-03,662,674,657.5,NA,NA,669.5,16125,90419
"133",2011-11-02,668,674.25,657,NA,NA,662,21698,91038
"134",2011-11-01,664.5,676,649.5,NA,NA,670,20736,89862
"135",2011-10-31,671.25,673.5,656,NA,NA,665,11291,90238
"136",2011-10-28,669,674.25,662.5,NA,NA,673.25,15020,89655
"137",2011-10-27,656,674.75,656,NA,NA,668.75,11424,87860
