"","Date","Open","High","Low","Last","Change","Settle","Volume","Open Interest"
"275",2014-08-12,401.25,403.75,393,NA,0.75,403,1738,14553
"276",2014-08-11,397.75,402,397.75,NA,4,402.25,864,14508
"277",2014-08-08,405.25,405.25,397.75,NA,7,398.25,1478,14400
"278",2014-08-07,406.25,406.25,401.75,403.5,3,405.25,875,14473
"279",2014-08-06,402,408.25,401.75,NA,6,408.25,2489,14188
"280",2014-08-05,403.25,403.25,398.75,NA,2.75,402.25,882,14027
"281",2014-08-04,397,405.25,397,NA,7,405,1164,13684
"282",2014-08-01,403.75,403.75,397.75,400.25,4.5,398,620,13529
"283",2014-07-31,405,406,402.5,NA,4,402.5,1452,13229
"284",2014-07-30,405.5,407.75,402.75,407,NA,406.5,1646,13462
"285",2014-07-29,409.25,409.75,403,NA,3.75,406.5,1800,12463
"286",2014-07-28,407,410.75,405.75,NA,5,410.25,644,12298
"287",2014-07-25,404,405.25,400.5,402.5,1.25,405.25,830,12185
"288",2014-07-24,406.75,409.5,399.75,NA,1,404,3183,11903
"289",2014-07-23,403.25,404.75,401.5,NA,2,405,1079,11890
"290",2014-07-22,406.5,408,403,NA,3.75,403,612,11718
"291",2014-07-21,410,410,406,NA,6.25,406.75,1109,11194
"292",2014-07-18,421.25,422.25,412.75,421,8.25,413,897,10773
"293",2014-07-17,417.75,426.25,416.25,NA,1.25,421.25,1217,10297
"294",2014-07-16,418.75,422.5,418.75,NA,5,420,677,9935
"295",2014-07-15,417.25,417.25,412.25,NA,5.25,415,1707,9372
"296",2014-07-14,416.25,419.75,412.5,NA,3,420.25,783,9061
"297",2014-07-11,421.75,423.5,416,NA,5,417.25,3082,8531
"298",2014-07-10,427.5,430.25,422.25,NA,5.5,422.25,1277,8093
"299",2014-07-09,433,433,424.5,NA,5.5,427.75,1252,7774
"300",2014-07-08,435,436,432,NA,1.75,433.25,1599,7055
"301",2014-07-07,437,437.75,433,NA,7.25,435,694,6752
"302",2014-07-03,443.25,444,441.5,NA,1.5,442.25,316,6717
"303",2014-07-02,448,448,442.5,NA,4,443.75,480,6481
"304",2014-07-01,448,448,441.5,NA,0.5,447.75,1906,7349
"305",2014-06-30,461,462.25,448.25,NA,19.25,447.25,3784,8113
"306",2014-06-27,463.25,465.25,461.75,NA,3.5,466.5,357,8055
"307",2014-06-26,460,465.5,460,NA,2.75,463,456,7743
"308",2014-06-25,459.25,461,459.25,NA,0.25,460.25,390,7663
"309",2014-06-24,457.75,461.25,457,NA,1,460.5,660,7373
"310",2014-06-23,469.5,474,461.25,NA,8.75,461.5,310,7306
"311",2014-06-20,466.25,470,465.5,NA,3.5,470.25,744,7114
"312",2014-06-19,460.75,466.25,460.75,NA,6.5,466.75,759,6868
"313",2014-06-18,460.5,461.5,460.25,NA,NA,460.25,788,6542
"314",2014-06-17,461.25,461.25,456.25,NA,1.5,460.25,1734,5843
"315",2014-06-16,465.75,466.25,461.75,NA,4.75,461.75,608,5506
"316",2014-06-13,464.25,466.25,464.25,NA,3.25,466.5,436,5275
"317",2014-06-12,460,462.5,458.5,NA,2.25,463.25,510,5011
"318",2014-06-11,463.25,464.5,458,NA,2.25,461,1022,4651
"319",2014-06-10,463.25,468.25,462.5,NA,3.5,463.25,736,4484
"320",2014-06-09,471,471,462.25,NA,5.5,466.75,573,4232
"321",2014-06-06,463.75,470,462.25,NA,8.5,472.25,708,3970
"322",2014-06-05,468.75,469,462,NA,5.5,463.75,729,3607
"323",2014-06-04,470,470,466.5,NA,NA,469.25,443,3353
"324",2014-06-03,470,470,466.25,NA,3,469.25,559,3086
"325",2014-06-02,470,470,465,NA,2.25,472.25,546,2745
"326",2014-05-30,475.5,476.25,470,NA,5.25,470,273,2536
"327",2014-05-29,479.25,479.5,475,NA,6.25,475.25,244,2406
"328",2014-05-28,476.25,481,476,NA,4.25,481.5,251,2257
"329",2014-05-27,483.5,483.5,478,NA,9.25,477.25,145,2181
"330",2014-05-23,486.25,486.25,486.25,NA,3,486.5,1,2180
"331",2014-05-22,482.25,489.25,482.25,NA,NA,483.5,83,2112
"332",2014-05-21,483.5,485,483.25,NA,0.25,483.5,121,2009
"333",2014-05-20,490.5,490.5,484.25,NA,3.5,483.25,138,1902
"334",2014-05-19,486.75,487.25,486.5,NA,3,486.75,23,1882
"335",2014-05-16,487,489.5,486.75,NA,0.25,489.75,253,1738
"336",2014-05-15,496.5,498.25,488.25,NA,6.75,489.5,129,1691
"337",2014-05-14,501,501.5,497,NA,4,496.25,61,1692
"338",2014-05-13,497,500,497,498.5,3.5,500.25,75,1648
"339",2014-05-12,497.5,498,495,496.5,2.75,496.75,103,1596
"340",2014-05-09,508.5,510,499.5,NA,8.75,499.5,95,1565
"341",2014-05-08,506,507.5,505,NA,2,508.25,81,1558
"342",2014-05-07,502.5,506,502.5,NA,NA,506.25,27,1556
"343",2014-05-06,497,505.25,496.25,NA,9.25,506.25,34,1538
"344",2014-05-05,491.25,497.75,491.25,NA,4,497,14,1542
"345",2014-05-02,497.5,500.75,491.5,NA,5,493,30,1542
"346",2014-05-01,498,501.5,495,NA,8,498,57,1538
"347",2014-04-30,505,506,504,NA,4.25,506,71,1559
"348",2014-04-29,507,511,507,NA,2.5,510.25,86,1509
"349",2014-04-28,506,510,506,NA,NA,507.5,73,1471
"350",2014-04-25,503,508,501.5,NA,5,507.5,123,1390
"351",2014-04-24,506.75,506.75,500,NA,3,502.5,24,1380
"352",2014-04-23,500,506.5,499.75,NA,6.5,506,91,1353
"353",2014-04-22,495,500,495,NA,5,499.75,33,1340
"354",2014-04-21,493,495.5,491.25,NA,4,494.75,125,1269
"355",2014-04-17,500,502,498.75,NA,2,499.25,37,1252
"356",2014-04-16,503.5,505.5,501,NA,4,501.25,25,1245
"357",2014-04-15,503.5,505.5,503.5,NA,0.5,505.25,24,1241
"358",2014-04-14,0,0,0,NA,3,506,0,1241
"359",2014-04-11,508,508,506,NA,4,503,8,1241
"360",2014-04-10,505,508,500,NA,0.5,507,47,1219
"361",2014-04-09,507,510,505,507,2,507.25,99,1216
"362",2014-04-08,504,506,504,NA,4.5,509.75,16,1209
"363",2014-04-07,0,0,505.5,NA,0.5,505,2,1207
"364",2014-04-04,500.25,500.25,500.25,NA,4,505.75,33,1197
"365",2014-04-03,500.25,500.75,500,NA,2.5,501.25,15,1190
"366",2014-04-02,501.75,504,499,NA,5,498.5,34,1186
"367",2014-04-01,497,505.25,497,NA,6,503.5,98,1181
"368",2014-03-31,489.5,496.75,480.25,NA,6,497,71,1177
"369",2014-03-28,489,490,488.5,NA,3,490.5,12,1171
"370",2014-03-27,485.5,487,485,NA,2.5,487.5,18,1172
"371",2014-03-26,485,485,484,NA,2,485.25,5,1173
"372",2014-03-25,0,0,0,NA,1.5,487.75,0,1173
"373",2014-03-24,486,489.5,486,NA,6.5,489,42,1148
"374",2014-03-21,0,0,0,NA,2,482.75,4,1146
"375",2014-03-20,487,487,483,NA,3.5,484.75,34,1150
"376",2014-03-19,487,490.25,487,NA,0.5,488.5,23,1145
"377",2014-03-18,490,490,488,NA,4,489.25,2,1150
"378",2014-03-17,485.25,485.25,485.25,NA,5,484.75,12,1150
"379",2014-03-14,490,490,486,NA,2.5,490.25,35,1158
"380",2014-03-13,490,490,485.5,NA,0.5,488,7,1160
"381",2014-03-12,480,488.5,480,NA,5,488.75,227,1121
"382",2014-03-11,479.25,482.5,478.5,NA,2.5,483.25,38,1121
"383",2014-03-10,482.5,482.5,482.5,NA,0,480.5,29,1119
"384",2014-03-07,482.5,485.25,482,NA,0.5,483.75,106,1155
