"","Date","Open","High","Low","Last","Change","Settle","Volume","Prev. Day Open Interest"
"202",2015-07-28,401,403.25,397.5,400,2.25,402.5,5938,31165
"203",2015-07-27,415,415,399.5,400,18,400.25,6771,30719
"204",2015-07-24,429.25,429.25,417.5,418,11,418.25,4122,30772
"205",2015-07-23,427.75,430.5,424.25,428.5,NA,429.25,3365,30588
"206",2015-07-22,434.5,434.5,426.75,429.25,4.5,429.25,4361,31320
"207",2015-07-21,432.25,437,429.75,433.5,1.5,433.75,4358,30749
"208",2015-07-20,443.75,444,431.5,432.75,15,432.25,5541,29495
"209",2015-07-17,452.75,455.5,445.5,446.75,9,447.25,2972,29189
"210",2015-07-16,456.25,464,454.75,454.75,0.75,456.25,4513,28120
"211",2015-07-15,453,458,448,447,1.5,455.5,4328,27404
"212",2015-07-14,466,468.5,453.25,453.75,12.75,454,3590,26628
"213",2015-07-13,459.75,467.75,456.5,465,7,466.75,5317,26108
"214",2015-07-10,453,463,450,457,5.75,459.75,6380,25028
"215",2015-07-09,449,458.5,449,452.75,4.75,454,4795,24883
"216",2015-07-08,447,453,444,449,1,449.25,4643,24907
"217",2015-07-07,444.75,448.75,441,447.5,2,448.25,6506,24806
"218",2015-07-06,447.75,451.25,441,NA,1.75,450.25,3713,24202
"219",2015-07-02,446.75,454.25,443.5,NA,4.25,452,4311,23917
"220",2015-07-01,443,449.75,437.5,447.5,1.5,447.75,10916,24505
"221",2015-06-30,418,447,417.25,NA,27.75,446.25,12083,24451
"222",2015-06-29,417.5,425.5,417.25,NA,0.75,418.5,5435,25069
"223",2015-06-26,409.75,423.25,409.75,NA,9.5,419.25,6830,26308
"224",2015-06-25,397.75,410.25,395.75,NA,11.25,409.75,3026,26319
"225",2015-06-24,398.75,402.25,395.75,NA,1,398.5,2675,26358
"226",2015-06-23,392.5,399.75,392,NA,7.5,399.5,4982,26285
"227",2015-06-22,386.75,392,383.5,NA,5,392,1276,25993
"228",2015-06-19,391.75,391.75,385.25,NA,4.75,387,1850,25561
"229",2015-06-18,393.25,394.75,391.5,NA,1.5,391.75,1648,25151
"230",2015-06-17,388.25,394.75,388.25,NA,5,393.25,1869,24650
"231",2015-06-16,382.5,388.5,381.25,382.25,6,388.25,3465,23321
"232",2015-06-15,387.25,387.25,381.25,NA,6,382.25,2030,23075
"233",2015-06-12,391.25,392.5,387.75,NA,4.5,388.25,2090,22693
"234",2015-06-11,394.75,395.75,391,NA,1,392.75,1881,22158
"235",2015-06-10,400.5,402,393.25,NA,7.5,393.75,2052,21741
"236",2015-06-09,400.75,404.5,399,NA,0.25,401.25,982,21678
"237",2015-06-08,397,402,396.75,NA,5,401.5,1336,21164
"238",2015-06-05,397.75,402.5,396,NA,2.75,396.5,1254,21201
"239",2015-06-04,394,399.5,393.25,NA,4.5,399.25,1013,20933
"240",2015-06-03,393,398,392.75,NA,1.25,394.75,4690,19957
"241",2015-06-02,385.75,393.75,385.75,NA,7.5,393.5,1695,19821
"242",2015-06-01,384,387.75,382.75,NA,0.5,386,2932,19102
"243",2015-05-29,387,391,384,NA,2,385.5,1611,19061
"244",2015-05-28,385,389,383.25,NA,2.75,387.5,1873,18873
"245",2015-05-27,391,392.25,384.25,NA,6.75,384.75,3501,18164
"246",2015-05-26,397.5,397.75,390.25,NA,3.75,391.5,2325,17378
"247",2015-05-22,399.5,402,395,NA,4.75,395.25,1892,16833
"248",2015-05-21,395,401,395,NA,5,400,3431,17034
"249",2015-05-20,397.5,397.5,394,NA,3.25,395,2410,16473
"250",2015-05-19,402.75,403.25,396.5,398.5,5.25,398.25,4463,15901
"251",2015-05-18,400.5,406.25,399.75,NA,2.75,403.5,2353,15851
"252",2015-05-15,403,406.5,397.5,NA,2.25,400.75,1646,15640
"253",2015-05-14,397,403,396.5,NA,5.75,403,3193,15802
"254",2015-05-13,393.5,398.75,392.5,NA,2,397.25,2329,15687
