Thursday,Grain,Pounds,Destination,Field Office,FGIS Reg,MKT YR,Metric Ton,,Grain,(All),,,,,,,,,,,,,,Sum of Metric Ton,Column Labels,,,,,,,,
20150205,SOYBEANS,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,756000,INDONESIA,DIOO,INTERIOR,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,378000,CHINA T,DIOO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,88184000,NIGERIA,LEAGUE CITY,WEST GULF,1415,40000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,918000,CHINA T,DIOO,INTERIOR,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,143130075,NETHERLANDS,NEW ORLEANS,EAST GULF,1415,64923,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,23320000,MEXICO,DIOO,INTERIOR,1415,10578,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,CHINA T,DIOO,INTERIOR,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,16060000,MEXICO,DIOO,INTERIOR,1415,7285,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,972000,CHINA T,DIOO,INTERIOR,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,55479660,MEXICO,NEW ORLEANS,EAST GULF,1415,25165,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,440000,MEXICO,DIOO,INTERIOR,1415,200,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,918000,CHINA T,DIOO,INTERIOR,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,162000,CHINA T,DIOO,INTERIOR,1415,73,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,5500000,MEXICO,DIOO,INTERIOR,1415,2495,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,PHILIPPINES,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,CHINA T,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,756000,INDONESIA,DIOO,INTERIOR,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,VIETNAM,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,VIETNAM,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,972000,CHINA T,DIOO,INTERIOR,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,540000,CHINA T,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,KOREA REP,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,KOREA REP,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,CHINA T,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,972000,CHINA T,DIOO,INTERIOR,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1760000,MEXICO,DIOO,INTERIOR,1415,798,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,VIETNAM,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,54000,SURINAME,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1026000,INDONESIA,DIOO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,INDONESIA,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,INDONESIA,DIOO,INTERIOR,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,1080000,INDONESIA,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SORGHUM,1080000,CHINA MAIN,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,VIETNAM,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,FLAXSEED,54000,POLAND,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,16500000,MEXICO,DIOO,INTERIOR,1415,7484,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,60170810,MEXICO,NEW ORLEANS,EAST GULF,1415,27293,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,16500000,MEXICO,DIOO,INTERIOR,1415,7484,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,16500000,MEXICO,DIOO,INTERIOR,1415,7484,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,24200000,MEXICO,DIOO,INTERIOR,1415,10977,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,3080000,MEXICO,DIOO,INTERIOR,1415,1397,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,INDONESIA,TOLEDO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,486000,INDONESIA,TOLEDO,EAST COAST,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,MALAYSIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,108000,INDONESIA,TOLEDO,EAST COAST,1415,49,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,INDONESIA,TOLEDO,EAST COAST,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,INDONESIA,TOLEDO,EAST COAST,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1026000,INDONESIA,TOLEDO,EAST COAST,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,918000,INDONESIA,TOLEDO,EAST COAST,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA T,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,VIETNAM,TOLEDO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,INDONESIA,TOLEDO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,48730800,CHINA MAIN,PORTLAND,WEST COAST,1415,22104,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,VIETNAM,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,VIETNAM,TOLEDO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,INDONESIA,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,INDONESIA,TOLEDO,EAST COAST,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1404000,CHINA MAIN,TOLEDO,EAST COAST,1415,637,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,INDONESIA,TOLEDO,EAST COAST,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,130732350,CHINA MAIN,NEW ORLEANS,EAST GULF,1415,59299,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,21267840,CHINA MAIN,PORTLAND,WEST COAST,1415,9647,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,MALAYSIA,TOLEDO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1026000,INDONESIA,TOLEDO,EAST COAST,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,972000,INDONESIA,TOLEDO,EAST COAST,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,INDONESIA,TOLEDO,EAST COAST,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,24200000,MEXICO,DIOO,INTERIOR,1415,10977,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,MALAYSIA,TOLEDO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,43993550,CHINA MAIN,PORTLAND,WEST COAST,1415,19955,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,23980000,MEXICO,DIOO,INTERIOR,1415,10877,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,2640000,MEXICO,DIOO,INTERIOR,1415,1197,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1026000,INDONESIA,DIOO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,BARLEY,216000,JAPAN,OLYMPIA,WEST COAST,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,53884300,MEXICO,NEW ORLEANS,EAST GULF,1415,24442,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,16759880,MEXICO,NEW ORLEANS,EAST GULF,1415,7602,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,139673365,CHINA MAIN,OLYMPIA,WEST COAST,1415,63355,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,74081229,JAPAN,OLYMPIA,WEST COAST,1415,33603,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,66139120,CHINA MAIN,OLYMPIA,WEST COAST,1415,30000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,79364348,CHINA MAIN,OLYMPIA,WEST COAST,1415,35999,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,MALAYSIA,TOLEDO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,MALAYSIA,TOLEDO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA MAIN,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,INDONESIA,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,324000,CHINA T,DIOO,INTERIOR,1415,147,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,270000,HONG KONG,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,VIETNAM,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,VIETNAM,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,486000,PHILIPPINES,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,MALAYSIA,TOLEDO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,INDONESIA,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,918000,THAILAND,DIOO,INTERIOR,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,CHINA T,DIOO,INTERIOR,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,PHILIPPINES,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,HONG KONG,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA MAIN,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,VIETNAM,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,144951990,CHINA MAIN,OLYMPIA,WEST COAST,1415,65749,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,INDONESIA,TOLEDO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,INDONESIA,TOLEDO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,17160000,MEXICO,DIOO,INTERIOR,1415,7784,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,17160000,MEXICO,DIOO,INTERIOR,1415,7784,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,INDONESIA,TOLEDO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,25520000,MEXICO,DIOO,INTERIOR,1415,11576,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,378000,INDONESIA,TOLEDO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,129788080,CHINA MAIN,NEW ORLEANS,EAST GULF,1415,58871,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,5953055,KOREA REP,PORTLAND,WEST COAST,1415,2700,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,59228900,MEXICO,NEW ORLEANS,EAST GULF,1415,26866,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,57411180,THAILAND,PORTLAND,WEST COAST,1415,26041,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,5280000,MEXICO,DIOO,INTERIOR,1415,2395,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,31525660,MEXICO,NEW ORLEANS,EAST GULF,1415,14300,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,216000,MALAYSIA,DIOO,WEST COAST,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,CHINA T,DIOO,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,220000,MEXICO,DIOO,INTERIOR,1415,100,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,45104160,MEXICO,NEW ORLEANS,EAST GULF,1415,20459,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,THAILAND,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,INDONESIA,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,VIETNAM,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,VIETNAM,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,VIETNAM,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,162000,CHINA T,DIOO,INTERIOR,1415,73,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,CHINA T,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,1026000,CHINA T,DIOO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,21340000,MEXICO,DIOO,INTERIOR,1415,9680,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,INDONESIA,TOLEDO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,INDONESIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,BARLEY,1320000,MEXICO,DIOO,INTERIOR,1415,599,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,VIETNAM,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,1540000,MEXICO,STUTTGART,INTERIOR,1415,699,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA T,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,4807900,JAPAN,NEW ORLEANS,EAST GULF,1415,2181,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,55687400,INDONESIA,NEW ORLEANS,EAST GULF,1415,25259,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA MAIN,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,CHINA MAIN,TOLEDO,EAST COAST,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,INDONESIA,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,INDONESIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,THAILAND,TOLEDO,EAST COAST,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,THAILAND,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,THAILAND,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA MAIN,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,2160000,MALAYSIA,TOLEDO,EAST COAST,1415,980,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,112433580,PAKISTAN,NEW ORLEANS,EAST GULF,1415,50999,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,WHEAT,23814835,KOREA REP,PORTLAND,WEST COAST,1415,10802,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,CHINA T,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,108000,CHINA T,DIOO,INTERIOR,1415,49,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,270000,CHINA T,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,INDONESIA,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,INDONESIA,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,INDONESIA,DIOO,INTERIOR,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,INDONESIA,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,54000,INDONESIA,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,79544920,CHINA MAIN,OLYMPIA,WEST COAST,1415,36081,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,65958490,CHINA MAIN,OLYMPIA,WEST COAST,1415,29918,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,432000,INDONESIA,DIOO,INTERIOR,1415,196,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,CHINA MAIN,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,INDONESIA,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,INDONESIA,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,INDONESIA,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,486000,CHINA T,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,756000,CHINA T,DIOO,INTERIOR,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,108000,CHINA T,DIOO,INTERIOR,1415,49,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,216000,JAPAN,DIOO,INTERIOR,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,CHINA T,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,VIETNAM,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,756000,VIETNAM,DIOO,INTERIOR,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,918000,INDONESIA,DIOO,INTERIOR,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,VIETNAM,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,594000,INDONESIA,DIOO,INTERIOR,1415,269,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,810000,CHINA T,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,594000,INDONESIA,DIOO,INTERIOR,1415,269,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,864000,INDONESIA,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,486000,INDONESIA,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,486000,CHINA T,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,918000,INDONESIA,DIOO,INTERIOR,1415,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,864000,CHINA T,DIOO,INTERIOR,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,702000,CHINA T,DIOO,INTERIOR,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,594000,CHINA T,DIOO,INTERIOR,1415,269,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,CORN,378000,CHINA T,DIOO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,540000,CHINA T,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,972000,CHINA T,DIOO,INTERIOR,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150205,SOYBEANS,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
