Thursday,Grain,Pounds,Destination,Field Office,FGIS Reg,MKT YR,Metric Ton,,Grain,(All),,,,,,,,,,,,,,Sum of Metric Ton,Column Labels,,,,,,,,
20150409,WHEAT,22511580,PHILIPPINES,OLYMPIA,WEST COAST,1415,10211,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SORGHUM,2998320,REP S AFRICA,LEAGUE CITY,WEST GULF,1415,1360,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,WHEAT,52919655,GUATEMALA,OLYMPIA,WEST COAST,1415,24004,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,WHEAT,4400000,MEXICO,STUTTGART,INTERIOR,1415,1996,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,105600,MEXICO,LEAGUE CITY,INTERIOR,1415,48,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,369600,MEXICO,LEAGUE CITY,INTERIOR,1415,168,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,580800,MEXICO,LEAGUE CITY,INTERIOR,1415,263,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SOYBEANS,105600,MEXICO,LEAGUE CITY,INTERIOR,1415,48,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,950400,MEXICO,LEAGUE CITY,INTERIOR,1415,431,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,54000,CHINA T,DIOO,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SORGHUM,216000,KOREA REP,DIOO,WEST COAST,1415,98,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,211200,MEXICO,LEAGUE CITY,INTERIOR,1415,96,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,702000,JAPAN,DIOO,WEST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,54000,KOREA REP,DIOO,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,264000,MEXICO,LEAGUE CITY,INTERIOR,1415,120,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,633600,MEXICO,LEAGUE CITY,INTERIOR,1415,287,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,316800,MEXICO,LEAGUE CITY,INTERIOR,1415,144,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,264000,MEXICO,LEAGUE CITY,INTERIOR,1415,120,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,264000,MEXICO,LEAGUE CITY,INTERIOR,1415,120,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,475200,MEXICO,LEAGUE CITY,INTERIOR,1415,216,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,105600,MEXICO,LEAGUE CITY,INTERIOR,1415,48,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,475200,MEXICO,LEAGUE CITY,INTERIOR,1415,216,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,686400,MEXICO,LEAGUE CITY,INTERIOR,1415,311,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,897600,MEXICO,LEAGUE CITY,INTERIOR,1415,407,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,264000,MEXICO,LEAGUE CITY,INTERIOR,1415,120,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,CORN,211200,MEXICO,LEAGUE CITY,INTERIOR,1415,96,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SORGHUM,1080000,CHINA MAIN,LEAGUE CITY,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SORGHUM,648000,CHINA MAIN,LEAGUE CITY,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150409,SORGHUM,540000,CHINA MAIN,LEAGUE CITY,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,9921150,KOREA REP,PORTLAND,WEST COAST,1415,4500,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,48501200,MEXICO,LEAGUE CITY,WEST GULF,1415,22000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,28659800,MEXICO,LEAGUE CITY,WEST GULF,1415,13000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,18672780,COLOMBIA,NEW ORLEANS,EAST GULF,1415,8470,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,84684420,SAUDI ARABIA,NEW ORLEANS,EAST GULF,1415,38412,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,102376260,SAUDI ARABIA,NEW ORLEANS,EAST GULF,1415,46437,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,31371080,MEXICO,NEW ORLEANS,EAST GULF,1415,14230,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,40883940,GUATEMALA,NEW ORLEANS,EAST GULF,1415,18545,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,1100000,MEXICO,NEW ORLEANS,INTERIOR,1415,499,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,51250557,JAPAN,PORTLAND,WEST COAST,1415,23247,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,24250600,KOREA REP,PORTLAND,WEST COAST,1415,11000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,22046000,VENEZUELA,LEAGUE CITY,WEST GULF,1415,10000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,11023000,VENEZUELA,LEAGUE CITY,WEST GULF,1415,5000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,20743770,COLOMBIA,NEW ORLEANS,EAST GULF,1415,9409,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,12998980,NICARAGUA,NEW ORLEANS,EAST GULF,1415,5896,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,5026460,NICARAGUA,NEW ORLEANS,EAST GULF,1415,2280,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,92828940,JAPAN,NEW ORLEANS,EAST GULF,1415,42107,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,59246770,PHILIPPINES,OLYMPIA,WEST COAST,1415,26874,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,26879850,PHILIPPINES,OLYMPIA,WEST COAST,1415,12192,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,41226020,THAILAND,OLYMPIA,WEST COAST,1415,18700,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,107169300,JAPAN,NEW ORLEANS,EAST GULF,1415,48611,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,85083100,JAPAN,OLYMPIA,WEST COAST,1415,38593,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,157408240,KOREA REP,OLYMPIA,WEST COAST,1415,71399,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,38800960,THAILAND,OLYMPIA,WEST COAST,1415,17600,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,50614750,JAPAN,OLYMPIA,WEST COAST,1415,22958,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,1080000,BURMA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,108000,BURMA,TOLEDO,EAST COAST,1415,49,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,23103106,JAPAN,OLYMPIA,WEST COAST,1415,10479,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,108000,THAILAND,TOLEDO,EAST COAST,1415,49,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,THAILAND,TOLEDO,EAST COAST,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,648000,INDONESIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,972000,INDONESIA,TOLEDO,EAST COAST,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,50216046,JAPAN,OLYMPIA,WEST COAST,1415,22778,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,702000,INDONESIA,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,27072488,GUATEMALA,OLYMPIA,WEST COAST,1415,12280,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,INDONESIA,TOLEDO,EAST COAST,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,INDONESIA,TOLEDO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,29744463,GUATEMALA,OLYMPIA,WEST COAST,1415,13492,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,756000,INDONESIA,TOLEDO,EAST COAST,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,864000,INDONESIA,TOLEDO,EAST COAST,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1404000,THAILAND,TOLEDO,INTERIOR,1415,637,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,11000000,MEXICO,DIOO,INTERIOR,1415,4990,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,4400000,MEXICO,DIOO,INTERIOR,1415,1996,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1100000,MEXICO,DIOO,INTERIOR,1415,499,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,21340000,MEXICO,DIOO,INTERIOR,1415,9680,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,5500000,MEXICO,DIOO,INTERIOR,1415,2495,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1100000,MEXICO,DIOO,INTERIOR,1415,499,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,16280000,MEXICO,DIOO,INTERIOR,1415,7384,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,3960000,MEXICO,DIOO,INTERIOR,1415,1796,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,23980000,MEXICO,DIOO,INTERIOR,1415,10877,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,162148860,SAUDI ARABIA,NEW ORLEANS,EAST GULF,1415,73550,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SORGHUM,124218440,CHINA MAIN,NEW ORLEANS,EAST GULF,1415,56345,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,43430670,DOMINICN REP,NEW ORLEANS,EAST GULF,1415,19700,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,107243160,JAPAN,NEW ORLEANS,EAST GULF,1415,48645,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,75175080,MEXICO,NEW ORLEANS,EAST GULF,1415,34099,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,VIETNAM,TOLEDO,EAST COAST,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,270000,VIETNAM,TOLEDO,EAST COAST,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,VIETNAM,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,48501200,MEXICO,LEAGUE CITY,WEST GULF,1415,22000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,12124840,COLOMBIA,NEW ORLEANS,EAST GULF,1415,5500,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,7275160,COLOMBIA,NEW ORLEANS,EAST GULF,1415,3300,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,19885492,KOREA REP,OLYMPIA,WEST COAST,1415,9020,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,36375900,KOREA REP,OLYMPIA,WEST COAST,1415,16500,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,702000,INDONESIA,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,972000,INDONESIA,TOLEDO,EAST COAST,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,756000,INDONESIA,TOLEDO,EAST COAST,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,378000,INDONESIA,TOLEDO,EAST COAST,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,VIETNAM,TOLEDO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,648000,INDONESIA,TOLEDO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,378000,INDONESIA,TOLEDO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,648000,INDONESIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,594000,INDONESIA,TOLEDO,EAST COAST,1415,269,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,INDONESIA,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,810000,INDONESIA,TOLEDO,EAST COAST,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,756000,INDONESIA,TOLEDO,EAST COAST,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,756000,INDONESIA,TOLEDO,EAST COAST,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,594000,INDONESIA,TOLEDO,EAST COAST,1415,269,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,INDONESIA,TOLEDO,EAST COAST,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SORGHUM,115742440,CHINA MAIN,LEAGUE CITY,WEST GULF,1415,52500,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,756000,INDONESIA,TOLEDO,INTERIOR,1415,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,INDONESIA,TOLEDO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,INDONESIA,TOLEDO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,378000,INDONESIA,TOLEDO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,162000,INDONESIA,TOLEDO,INTERIOR,1415,73,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,270000,INDONESIA,TOLEDO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,648000,INDONESIA,TOLEDO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,INDONESIA,TOLEDO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SORGHUM,107871900,CHINA MAIN,LEAGUE CITY,WEST GULF,1415,48930,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,162000,INDONESIA,TOLEDO,INTERIOR,1415,73,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,54807920,PERU,NEW ORLEANS,EAST GULF,1415,24860,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,44414080,NICARAGUA,NEW ORLEANS,EAST GULF,1415,20146,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,486000,HONG KONG,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1026000,VIETNAM,DIOO,INTERIOR,1415,465,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,324000,HONG KONG,DIOO,INTERIOR,1415,147,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,22000000,MEXICO,DIOO,INTERIOR,1415,9979,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,17380000,MEXICO,DIOO,INTERIOR,1415,7883,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,17160000,MEXICO,DIOO,INTERIOR,1415,7784,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1080000,CHINA MAIN,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,270000,CHINA MAIN,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,54000,CHINA MAIN,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,540000,CHINA T,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,810000,CHINA T,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1080000,CHINA T,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,54000,CHINA T,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,VIETNAM,DIOO,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,24200000,MEXICO,DIOO,INTERIOR,1415,10977,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,23980000,MEXICO,DIOO,INTERIOR,1415,10877,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,21780000,MEXICO,DIOO,INTERIOR,1415,9879,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,16940000,MEXICO,DIOO,INTERIOR,1415,7684,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,47465236,JAPAN,PORTLAND,WEST COAST,1415,21530,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,3300000,MEXICO,TOLEDO,LAKES,1415,1497,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,3080000,MEXICO,TOLEDO,LAKES,1415,1397,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,1100000,MEXICO,STUTTGART,INTERIOR,1415,499,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,72750980,COLOMBIA,NEW ORLEANS,EAST GULF,1415,32999,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SORGHUM,129430640,CHINA MAIN,LEAGUE CITY,WEST GULF,1415,58709,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,1080000,THAILAND,MOSCOW,INTERIOR,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,148780120,KOREA REP,OLYMPIA,WEST COAST,1415,67486,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,54000,THAILAND,OLYMPIA,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,54000,THAILAND,OLYMPIA,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,54000,THAILAND,OLYMPIA,WEST COAST,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,378000,INDONESIA,TOLEDO,INTERIOR,1415,171,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,270000,INDONESIA,TOLEDO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,702000,INDONESIA,TOLEDO,EAST COAST,1415,318,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,648000,INDONESIA,TOLEDO,EAST COAST,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,540000,KOREA REP,TOLEDO,EAST COAST,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,THAILAND,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,270000,VIETNAM,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,486000,VIETNAM,DIOO,INTERIOR,1415,220,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,3080000,MEXICO,DIOO,INTERIOR,1415,1397,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,24200000,MEXICO,DIOO,INTERIOR,1415,10977,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,23760000,MEXICO,DIOO,INTERIOR,1415,10777,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,54000,MEXICO,DIOO,INTERIOR,1415,24,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,810000,VIETNAM,DIOO,INTERIOR,1415,367,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,540000,VIETNAM,DIOO,INTERIOR,1415,245,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,270000,THAILAND,DIOO,INTERIOR,1415,122,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,648000,CHINA T,DIOO,INTERIOR,1415,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,1080000,VIETNAM,TOLEDO,EAST COAST,1415,490,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,475200,MEXICO,LEAGUE CITY,INTERIOR,1415,216,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,211200,MEXICO,LEAGUE CITY,INTERIOR,1415,96,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,633600,MEXICO,LEAGUE CITY,INTERIOR,1415,287,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SOYBEANS,972000,VIETNAM,TOLEDO,EAST COAST,1415,441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,1003200,MEXICO,LEAGUE CITY,INTERIOR,1415,455,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,264000,MEXICO,LEAGUE CITY,INTERIOR,1415,120,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,105600,MEXICO,LEAGUE CITY,INTERIOR,1415,48,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,SORGHUM,864000,CHINA MAIN,OLYMPIA,WEST COAST,1415,392,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,33069000,VENEZUELA,LEAGUE CITY,WEST GULF,1415,15000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,21243660,JAPAN,NEW ORLEANS,EAST GULF,1415,9636,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,68016220,JAPAN,NEW ORLEANS,EAST GULF,1415,30852,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,13448610,PERU,NEW ORLEANS,EAST GULF,1415,6100,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,53883870,ECUADOR,NEW ORLEANS,EAST GULF,1415,24441,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,27897000,PANAMA,NEW ORLEANS,EAST GULF,1415,12654,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,8880940,PANAMA,NEW ORLEANS,EAST GULF,1415,4028,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,13006880,PANAMA,NEW ORLEANS,EAST GULF,1415,5900,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,12222000,NICARAGUA,NEW ORLEANS,EAST GULF,1415,5544,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,29934780,MEXICO,NEW ORLEANS,EAST GULF,1415,13578,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,148399240,CHINA T,OLYMPIA,WEST COAST,1415,67313,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,WHEAT,4400000,MEXICO,TOLEDO,LAKES,1415,1996,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,46296800,COLOMBIA,NEW ORLEANS,EAST GULF,1415,21000,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,51538790,MEXICO,NEW ORLEANS,EAST GULF,1415,23378,,,,,,,,,,,,,,,,,,,,,,,,,,
20150416,CORN,54608200,CANADA,TOLEDO,LAKES,1415,24770,,,,,,,,,,,,,,,,,,,,,,,,,,
